train-AUCPR,val-AUCPR,train-AUROC,val-AUROC
0.8865,0.687158,0.979964,0.9345
0.887029,0.688023,0.980085,0.934662
0.887657,0.688574,0.980185,0.934756
0.88798,0.688586,0.980244,0.934799
0.888206,0.688805,0.98028,0.934836
0.888613,0.689361,0.980357,0.934975
0.888893,0.689481,0.980413,0.935016
0.889406,0.689412,0.980522,0.935083
0.889472,0.689538,0.980551,0.935105
0.889998,0.690147,0.980671,0.935284
0.890206,0.690076,0.980721,0.935283
0.89061,0.690034,0.980794,0.935287
0.890903,0.690446,0.980862,0.935398
0.891362,0.690472,0.980971,0.935415
0.891854,0.691018,0.981071,0.935511
0.892252,0.690845,0.981148,0.935503
0.892525,0.691014,0.98119,0.935548
0.89294,0.691315,0.981292,0.935646
0.893368,0.691837,0.981372,0.935729
0.893709,0.691804,0.981444,0.935718
0.893928,0.691991,0.981486,0.935763
0.894252,0.69236,0.98157,0.935841
0.894566,0.692458,0.981643,0.935875
0.895089,0.692812,0.981751,0.935947
0.895388,0.692896,0.981813,0.93599
0.895806,0.69299,0.981905,0.935995
0.895928,0.692824,0.981944,0.935994
0.896323,0.693036,0.982021,0.936049
0.896423,0.693215,0.98205,0.936084
0.896634,0.693159,0.982088,0.936101
0.896877,0.693335,0.982122,0.936167
0.897075,0.693288,0.982166,0.936148
0.897236,0.693665,0.982205,0.936197
0.897365,0.69397,0.982247,0.936278
0.897514,0.694071,0.98228,0.93626
0.897965,0.694206,0.982367,0.936338
0.898345,0.694068,0.982454,0.936371
0.898832,0.694369,0.982549,0.936493
0.899111,0.694455,0.982619,0.936542
0.899628,0.69462,0.98272,0.936594
0.900021,0.694773,0.982789,0.936621
0.900389,0.695018,0.982871,0.936714
0.900633,0.695263,0.982917,0.936758
0.901092,0.695368,0.983012,0.936816
0.901288,0.695508,0.983048,0.936874
0.901539,0.695865,0.983103,0.93694
0.901809,0.69601,0.98316,0.936981
0.902075,0.696041,0.983215,0.936991
0.902427,0.696181,0.983263,0.937011
0.902873,0.696651,0.983355,0.937101
0.903162,0.696922,0.983418,0.937168
0.903432,0.696761,0.983495,0.937219
0.903898,0.697388,0.983572,0.937366
0.904063,0.697533,0.983604,0.937396
0.904276,0.697959,0.983654,0.93747
0.904627,0.698253,0.983736,0.93755
0.904877,0.69825,0.983785,0.937576
0.905277,0.698653,0.983871,0.937643
0.905523,0.698638,0.983912,0.937662
0.905755,0.698843,0.983948,0.937693
0.906103,0.699505,0.984033,0.937806
0.906266,0.699752,0.984084,0.937889
0.906558,0.699674,0.984142,0.937925
0.906845,0.699722,0.984213,0.937984
0.90716,0.699556,0.984276,0.937974
0.907398,0.699807,0.984319,0.938019
0.907568,0.699865,0.984351,0.938044
0.907868,0.700073,0.984401,0.938098
0.908195,0.7003,0.984459,0.93815
0.908564,0.700363,0.984521,0.938196
0.908794,0.700274,0.984576,0.938188
0.909057,0.700303,0.984622,0.938216
0.909348,0.700581,0.984683,0.938292
0.909629,0.700698,0.98474,0.938337
0.90989,0.700978,0.984783,0.93839
0.910312,0.701237,0.98485,0.938467
0.910486,0.701375,0.984883,0.938508
0.910644,0.701607,0.984916,0.938563
0.91092,0.701895,0.984968,0.938652
0.911119,0.701876,0.985007,0.938645
0.911431,0.70239,0.985069,0.938726
0.911816,0.702297,0.985142,0.938725
0.911905,0.702484,0.985162,0.93878
0.912065,0.702691,0.985197,0.938827
0.912203,0.702638,0.985235,0.938844
0.912457,0.702943,0.985282,0.938917
0.912651,0.702885,0.985324,0.938923
0.912877,0.703306,0.985379,0.939037
0.913038,0.703246,0.985406,0.939065
0.913468,0.703569,0.985491,0.939126
0.913724,0.703521,0.985549,0.939168
0.914039,0.703567,0.985611,0.939188
0.914258,0.703513,0.985659,0.939236
0.91446,0.703512,0.985694,0.939213
0.914636,0.703753,0.985736,0.939244
0.914835,0.703979,0.985781,0.9393
0.915127,0.704334,0.985823,0.939338
0.915419,0.70446,0.985871,0.939345
0.915691,0.704743,0.985918,0.939416
0.915922,0.704889,0.985952,0.939442
0.916088,0.705328,0.985992,0.93951
0.916542,0.705266,0.986072,0.939545
0.916763,0.70526,0.986105,0.939527
0.916942,0.705515,0.98614,0.939589
0.917179,0.705581,0.986189,0.93965
0.917341,0.705506,0.986233,0.939646
0.917704,0.706061,0.986296,0.939779
0.917921,0.706303,0.986336,0.939866
0.91826,0.706379,0.9864,0.939931
0.918363,0.70641,0.986431,0.939945
0.918596,0.706729,0.98647,0.939989
0.918788,0.706906,0.9865,0.94006
0.919095,0.706863,0.986568,0.940176
0.919372,0.707069,0.986619,0.940217
0.919613,0.707265,0.986659,0.940266
0.920012,0.707525,0.986717,0.940325
0.920445,0.707535,0.986799,0.940316
0.920794,0.70753,0.98686,0.940297
0.920993,0.707723,0.986917,0.940363
0.921231,0.707501,0.986962,0.940335
0.921351,0.707515,0.98698,0.940332
0.921421,0.707621,0.986991,0.940355
0.921675,0.707833,0.987041,0.940395
0.92194,0.707975,0.987099,0.940386
0.922133,0.708414,0.98713,0.940428
0.922449,0.708471,0.987191,0.940426
0.92278,0.708424,0.987245,0.940454
0.92308,0.708462,0.987305,0.940465
0.923286,0.708573,0.987341,0.940511
0.923565,0.708764,0.987391,0.940529
0.923691,0.708991,0.98742,0.940589
0.923859,0.708823,0.98746,0.94064
0.924046,0.708908,0.987494,0.940616
0.924329,0.708985,0.987545,0.940625
0.924591,0.709117,0.987597,0.940666
0.924738,0.709283,0.987626,0.940694
0.924915,0.70924,0.98766,0.940693
0.925147,0.709372,0.987709,0.940783
0.925316,0.709366,0.987732,0.940796
0.925473,0.709526,0.987759,0.940854
0.925726,0.709499,0.987812,0.94084
0.925993,0.709861,0.987856,0.940882
0.92616,0.709944,0.98788,0.940917
0.926484,0.710369,0.987928,0.940991
0.926623,0.710678,0.987963,0.941031
0.926901,0.71077,0.988028,0.94111
0.927119,0.710927,0.988072,0.941181
0.927209,0.711074,0.988087,0.941194
0.927388,0.711075,0.98812,0.941201
0.927478,0.710992,0.988144,0.94121
0.927698,0.710914,0.988191,0.941209
0.92804,0.711127,0.988252,0.941257
0.928106,0.711216,0.988263,0.94125
0.928218,0.711417,0.988287,0.941304
0.928439,0.711769,0.988336,0.941395
0.928642,0.711569,0.988373,0.941363
0.928816,0.711863,0.988401,0.941394
0.929012,0.711817,0.988433,0.941386
0.929061,0.712012,0.988436,0.941385
0.929232,0.711835,0.988471,0.941369
0.929511,0.711639,0.98852,0.94135
0.929687,0.7119,0.98855,0.941376
0.929845,0.712013,0.988579,0.941414
0.930194,0.71218,0.98864,0.94148
0.930337,0.712112,0.988671,0.94146
0.930506,0.712393,0.988697,0.941536
0.930801,0.712553,0.988764,0.941536
0.930839,0.712512,0.988772,0.941535
0.931151,0.712691,0.988823,0.941545
0.931497,0.712923,0.98889,0.941599
0.931696,0.713062,0.988924,0.941558
0.931784,0.713342,0.988939,0.941604
0.932035,0.71318,0.988984,0.941563
0.932189,0.713397,0.989012,0.941596
0.932687,0.713504,0.989085,0.941613
0.932802,0.71365,0.989108,0.941656
0.932987,0.713898,0.989145,0.941703
0.933142,0.713837,0.989173,0.941723
0.933182,0.713919,0.98918,0.941733
0.933362,0.713839,0.989218,0.941732
0.933609,0.713897,0.989262,0.941743
0.933737,0.7141,0.989276,0.941756
0.933799,0.714288,0.98929,0.94178
0.934074,0.714634,0.989337,0.9418
0.93434,0.714639,0.989382,0.941813
0.934521,0.715282,0.989417,0.941877
0.93473,0.715413,0.989447,0.941901
0.934991,0.715585,0.989499,0.941964
0.935273,0.71577,0.989541,0.941999
0.93545,0.715821,0.989574,0.941972
0.935532,0.715897,0.989591,0.942
0.935711,0.716093,0.989617,0.94203
0.93582,0.716216,0.989639,0.942017
0.935979,0.716581,0.989667,0.942096
0.936025,0.716604,0.98968,0.942156
0.936145,0.716207,0.989702,0.942098
0.936285,0.71659,0.989724,0.942142
0.936567,0.716716,0.989775,0.94222
0.936787,0.717012,0.989814,0.942272
0.93695,0.717113,0.989848,0.942308
0.937154,0.717182,0.989882,0.942339
0.9374,0.717439,0.989931,0.942376
0.937441,0.717408,0.98994,0.942375
0.937592,0.717387,0.98997,0.942371
0.937681,0.717435,0.989985,0.942408
0.9378,0.717469,0.990007,0.942437
0.937924,0.717217,0.990036,0.942433
0.93799,0.717409,0.99005,0.942454
0.938294,0.717765,0.9901,0.942507
0.938408,0.717819,0.99012,0.94254
0.938634,0.718237,0.990166,0.942614
0.938858,0.718215,0.990212,0.942628
0.939098,0.718471,0.990251,0.942676
0.939313,0.718702,0.990288,0.94274
0.939519,0.718994,0.990324,0.942785
0.939725,0.718816,0.990359,0.942772
0.939929,0.719075,0.990394,0.942808
0.940078,0.71917,0.990422,0.942808
0.94021,0.719447,0.990449,0.942861
0.940447,0.719145,0.99049,0.942824
0.940634,0.719505,0.990523,0.942863
0.940801,0.719666,0.990553,0.942918
0.940928,0.719794,0.990577,0.942951
0.941079,0.720244,0.990604,0.943038
0.941114,0.720114,0.990612,0.94302
0.941307,0.720181,0.990648,0.943041
0.941417,0.720227,0.990667,0.943056
0.941529,0.720412,0.990686,0.943105
0.94171,0.720537,0.990716,0.943102
0.941965,0.72081,0.990759,0.943206
0.942181,0.720894,0.990797,0.943249
0.942244,0.72096,0.990813,0.943254
0.942279,0.72071,0.99082,0.943244
0.942394,0.720755,0.99084,0.943253
0.942471,0.720782,0.990855,0.943254
0.942672,0.720978,0.990889,0.943272
0.942787,0.720983,0.990913,0.943309
0.942982,0.720935,0.990947,0.943362
0.943073,0.721029,0.990963,0.943402
0.943246,0.721114,0.990997,0.943413
0.943319,0.721125,0.991008,0.943408
0.943441,0.721028,0.991031,0.943406
0.943594,0.7213,0.991054,0.943478
0.943677,0.721351,0.991067,0.943524
0.943842,0.721407,0.991093,0.943535
0.944083,0.72126,0.991138,0.943545
0.944273,0.721406,0.991178,0.943576
0.94452,0.721394,0.991218,0.943608
0.944705,0.721654,0.991253,0.943643
0.944797,0.721769,0.99127,0.943695
0.944893,0.721914,0.991291,0.943719
0.944995,0.721976,0.991312,0.943769
0.945082,0.721992,0.991328,0.943761
0.945186,0.72193,0.991345,0.943722
0.945338,0.721945,0.991372,0.94376
0.945574,0.722308,0.991411,0.943794
0.945755,0.722526,0.991441,0.943869
0.945909,0.722597,0.991472,0.943871
0.945971,0.722751,0.991483,0.94391
0.946046,0.723028,0.991499,0.943967
0.9462,0.72337,0.991522,0.943972
0.946412,0.723552,0.991564,0.944043
0.946554,0.723808,0.991587,0.944117
0.946738,0.723994,0.991616,0.94415
0.946797,0.724138,0.991628,0.944175
0.946907,0.72438,0.991644,0.944205
0.946976,0.724535,0.991652,0.944225
0.94714,0.72493,0.991676,0.944287
0.947181,0.725172,0.991681,0.944337
0.947281,0.725331,0.991702,0.944368
0.947341,0.725356,0.991714,0.944352
0.947566,0.725767,0.991752,0.944408
0.947748,0.725966,0.991779,0.944451
0.947885,0.726101,0.991803,0.944472
0.947984,0.726214,0.99182,0.944483
0.94813,0.726344,0.991845,0.944533
0.948182,0.726332,0.991856,0.944556
0.948304,0.726677,0.991881,0.944622
0.948499,0.726816,0.991916,0.944705
0.9485,0.726955,0.991913,0.944718
0.94863,0.726816,0.991937,0.944702
0.948812,0.72696,0.991969,0.944721
0.948886,0.726989,0.991982,0.944746
0.94913,0.726992,0.992017,0.944752
0.949278,0.727203,0.992041,0.944745
0.949429,0.727381,0.992067,0.944774
0.94949,0.727278,0.992082,0.944792
0.949542,0.727241,0.992092,0.944782
0.949848,0.727159,0.992142,0.944767
0.9499,0.72699,0.99215,0.944739
0.950035,0.727074,0.992173,0.944765
0.950283,0.727192,0.992214,0.944792
0.950419,0.726997,0.992243,0.944767
0.950553,0.727115,0.992268,0.944819
0.950727,0.727106,0.992295,0.944849
0.950955,0.727414,0.992328,0.944906
0.950961,0.727518,0.992331,0.944924
0.951159,0.727722,0.992366,0.944993
0.951349,0.728219,0.992396,0.945027
0.951517,0.728263,0.992427,0.945045
0.951678,0.728322,0.992452,0.945066
0.951834,0.728489,0.99248,0.94509
0.951881,0.728444,0.99249,0.945088
0.951927,0.728571,0.992495,0.945103
0.952079,0.728714,0.992521,0.945113
0.952213,0.728809,0.992543,0.945127
0.952416,0.72898,0.99258,0.945138
0.952537,0.728907,0.992599,0.94513
0.952778,0.728822,0.992638,0.945111
0.95282,0.72915,0.992644,0.945156
0.952837,0.729155,0.992648,0.945171
0.952895,0.729152,0.992658,0.945176
0.953024,0.729467,0.992684,0.94527
0.953119,0.729637,0.992706,0.945284
0.953152,0.729749,0.992712,0.945354
0.953219,0.729762,0.992721,0.945366
0.953485,0.730348,0.992759,0.945455
0.9536,0.730444,0.992775,0.945479
0.953752,0.730613,0.992804,0.945515
0.953946,0.730631,0.99283,0.945474
0.95411,0.730908,0.992858,0.945502
0.954281,0.730944,0.992882,0.945513
0.954355,0.731041,0.992893,0.945538
0.954493,0.731151,0.992918,0.945535
0.954733,0.731616,0.992959,0.945642
0.95487,0.731775,0.99298,0.945646
0.955119,0.732105,0.993024,0.945745
0.955232,0.73216,0.993047,0.945749
0.955342,0.732386,0.993068,0.945762
0.955447,0.732329,0.993089,0.945771
0.955515,0.732345,0.993101,0.945759
0.955679,0.732368,0.993129,0.945783
0.95575,0.732459,0.993143,0.945814
0.955793,0.732502,0.993151,0.945835
0.955929,0.732544,0.993175,0.94583
0.956013,0.73245,0.993188,0.945848
0.956099,0.73248,0.9932,0.945845
0.956235,0.732718,0.99322,0.945868
0.956296,0.732907,0.993229,0.945926
0.956381,0.732929,0.993244,0.945919
0.956428,0.732957,0.993253,0.945925
0.956554,0.73319,0.993263,0.945925
0.956622,0.733313,0.993273,0.945942
0.956705,0.733388,0.993287,0.945958
0.956859,0.733235,0.993311,0.945976
0.957046,0.733461,0.993338,0.946027
0.957049,0.733494,0.993339,0.946043
0.957091,0.733736,0.993344,0.946088
0.957193,0.73395,0.993359,0.946113
0.957265,0.733873,0.993373,0.946122
0.95747,0.733903,0.993403,0.946109
0.957742,0.733934,0.993445,0.946132
0.957801,0.733921,0.993455,0.946145
0.957899,0.734079,0.99347,0.946177
0.958052,0.734327,0.993492,0.946211
0.958175,0.734398,0.993509,0.946227
0.958274,0.73447,0.993524,0.94623
0.958434,0.734513,0.993553,0.946254
0.958501,0.734476,0.993565,0.946245
0.958647,0.734523,0.99359,0.946273
0.958711,0.734518,0.993602,0.946287
0.958739,0.734559,0.993609,0.946301
0.958811,0.734619,0.993624,0.946321
0.958953,0.734775,0.993648,0.94636
0.959113,0.734748,0.993678,0.94636
0.959236,0.734621,0.993696,0.946331
0.959304,0.734365,0.993709,0.946271
0.9594,0.73463,0.993723,0.946281
0.959456,0.734754,0.993733,0.946284
0.959555,0.734675,0.993751,0.94626
0.959681,0.734872,0.993773,0.946309
0.959818,0.735184,0.993793,0.946327
0.95991,0.735207,0.993808,0.946354
